timestamp,vga5,vga1,vga6,vga9,vga2,vga3,vga0,vga7,vga4,vga8,max,min,avg
211,0.8448,0.8654,0.8756,0.8782,0.8628,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8628
212,0.8448,0.8654,0.8756,0.8782,0.8628,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8628
213,0.8448,0.8654,0.8756,0.8782,0.8628,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8628
214,0.8448,0.8654,0.8756,0.8782,0.8628,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8629
215,0.8448,0.8654,0.8774,0.8782,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8631
216,0.8448,0.8654,0.8774,0.8782,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8631
217,0.8448,0.8654,0.8774,0.8782,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8631
218,0.8448,0.8654,0.8774,0.8782,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8631
219,0.8448,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8632
220,0.8448,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8632
221,0.8448,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8632
222,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8637
223,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8637
224,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8637
225,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8877,0.8388,0.8877,0.8379,0.8637
226,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8638
227,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8638
228,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8638
229,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8638
230,0.8491,0.8654,0.8774,0.8791,0.8636,0.8808,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8638
231,0.8491,0.8654,0.8774,0.8791,0.8636,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8639
232,0.8491,0.8654,0.8774,0.8791,0.8636,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8639
233,0.8491,0.8654,0.8774,0.8791,0.8636,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8639
234,0.8491,0.8654,0.8774,0.8791,0.8636,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8639
235,0.8491,0.8662,0.8774,0.8791,0.8636,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.864
236,0.8491,0.8662,0.8774,0.8791,0.8636,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.864
237,0.8491,0.8662,0.8774,0.8791,0.8645,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8641
238,0.8491,0.8662,0.8774,0.8791,0.8645,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8641
239,0.8491,0.8662,0.8774,0.8791,0.8645,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8641
240,0.8491,0.8662,0.8774,0.8791,0.8645,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8641
241,0.8491,0.8662,0.8774,0.8791,0.8645,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8641
242,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8642
243,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8642
244,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8642
245,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8642
246,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8642
247,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8388,0.8894,0.8379,0.8642
248,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8643
249,0.8491,0.8662,0.8774,0.8791,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8643
250,0.8491,0.8662,0.8774,0.8799,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8644
251,0.8491,0.8662,0.8774,0.8799,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8644
252,0.8491,0.8662,0.8774,0.8799,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8644
253,0.8491,0.8662,0.8774,0.8799,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8644
254,0.8491,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8647
255,0.8491,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8647
256,0.8491,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8647
257,0.8499,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8648
258,0.8499,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8648
259,0.8499,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8648
260,0.8499,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8648
261,0.8499,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8648
262,0.8499,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8648
263,0.8499,0.8662,0.8774,0.8825,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8648
264,0.8499,0.8662,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8649
265,0.8499,0.8662,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8649
266,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8649
267,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8405,0.8894,0.8379,0.8649
268,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
269,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
270,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
271,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
272,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
273,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
274,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
275,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
276,0.8499,0.8671,0.8774,0.8834,0.8654,0.8816,0.8379,0.8568,0.8894,0.8413,0.8894,0.8379,0.865
277,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8379,0.8568,0.8894,0.8422,0.8894,0.8379,0.8652
278,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8379,0.8568,0.8894,0.8422,0.8894,0.8379,0.8652
279,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
280,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
281,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
282,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
283,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
284,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
285,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
286,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8456,0.8568,0.8894,0.8422,0.8894,0.8422,0.866
287,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8568,0.8894,0.8422,0.8894,0.8422,0.8661
288,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8568,0.8894,0.8422,0.8894,0.8422,0.8661
289,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8568,0.8894,0.8422,0.8894,0.8422,0.8661
290,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8568,0.8894,0.8422,0.8894,0.8422,0.8661
291,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8568,0.8894,0.8422,0.8894,0.8422,0.8661
292,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8568,0.8894,0.8422,0.8894,0.8422,0.8661
293,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8585,0.8894,0.8422,0.8894,0.8422,0.8662
294,0.8499,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8585,0.8894,0.8422,0.8894,0.8422,0.8662
295,0.8516,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8585,0.8894,0.8422,0.8894,0.8422,0.8664
296,0.8516,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8585,0.8894,0.8431,0.8894,0.8431,0.8665
297,0.8516,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8585,0.8894,0.8431,0.8894,0.8431,0.8665
298,0.8516,0.8671,0.8774,0.8834,0.8654,0.8825,0.8465,0.8593,0.8894,0.8431,0.8894,0.8431,0.8666
299,0.8516,0.8671,0.8774,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8431,0.8894,0.8431,0.8667
300,0.8516,0.8671,0.8774,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.867
301,0.8516,0.8671,0.8774,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.867
302,0.8516,0.8671,0.8774,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.867
303,0.8516,0.8671,0.8791,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8672
304,0.8516,0.8671,0.8791,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8672
305,0.8516,0.8671,0.8791,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8672
306,0.8516,0.8671,0.8791,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8672
307,0.8516,0.8671,0.8791,0.8851,0.8654,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8672
308,0.8516,0.8671,0.8791,0.8851,0.8671,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8673
309,0.8516,0.8671,0.8791,0.8851,0.8671,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8673
310,0.8516,0.8671,0.8791,0.8851,0.8671,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8673
311,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8674
312,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8674
313,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8674
314,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8674
315,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8674
316,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8894,0.8456,0.8894,0.8456,0.8674
317,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
318,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
319,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
320,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
321,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
322,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
323,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
324,0.8516,0.8671,0.8791,0.8851,0.8679,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8676
325,0.8516,0.8671,0.8791,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8677
326,0.8516,0.8671,0.8791,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8677
327,0.8516,0.8671,0.8791,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8677
328,0.8516,0.8671,0.8791,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8677
329,0.8516,0.8671,0.8791,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8677
330,0.8516,0.8671,0.8799,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
331,0.8516,0.8671,0.8799,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
332,0.8516,0.8671,0.8799,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
333,0.8516,0.8671,0.8799,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
334,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
335,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
336,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
337,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8465,0.8593,0.8911,0.8456,0.8911,0.8456,0.8678
338,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8516,0.8593,0.8911,0.8456,0.8911,0.8456,0.8684
339,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8516,0.8593,0.8911,0.8456,0.8911,0.8456,0.8684
340,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8516,0.8593,0.8911,0.8456,0.8911,0.8456,0.8684
341,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8516,0.8593,0.8911,0.8456,0.8911,0.8456,0.8684
342,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8516,0.8593,0.8911,0.8456,0.8911,0.8456,0.8684
343,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8516,0.8593,0.8911,0.8456,0.8911,0.8456,0.8684
344,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8685
345,0.8516,0.8671,0.8808,0.8851,0.8688,0.8825,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8685
346,0.8516,0.8671,0.8808,0.8859,0.8688,0.8825,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8686
347,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
348,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
349,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
350,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
351,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
352,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
353,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
354,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
355,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
356,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
357,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
358,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
359,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
360,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
361,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
362,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
363,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
364,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8456,0.8911,0.8456,0.8687
365,0.8516,0.8671,0.8808,0.8859,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8695
366,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
367,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
368,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
369,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
370,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
371,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
372,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
373,0.8516,0.8679,0.8808,0.8868,0.8688,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8516,0.8696
374,0.8525,0.8679,0.8808,0.8868,0.8696,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8525,0.8698
375,0.8525,0.8679,0.8808,0.8868,0.8696,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8525,0.8698
376,0.8525,0.8679,0.8808,0.8868,0.8696,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8525,0.8698
377,0.8525,0.8679,0.8808,0.8868,0.8696,0.8834,0.8533,0.8593,0.8911,0.8533,0.8911,0.8525,0.8698
378,0.8525,0.8679,0.8808,0.8868,0.8696,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.87
379,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
380,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
381,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
382,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
383,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
384,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
385,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
386,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
387,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
388,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
389,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
390,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
391,0.8525,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8525,0.8702
392,0.8533,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8702
393,0.8533,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8702
394,0.8533,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8702
395,0.8533,0.8679,0.8808,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8702
396,0.8533,0.8679,0.8816,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8703
397,0.8533,0.8679,0.8816,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8703
398,0.8533,0.8679,0.8816,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8703
399,0.8533,0.8679,0.8816,0.8868,0.8714,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8703
400,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
401,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
402,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
403,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
404,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
405,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
406,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
407,0.8533,0.8688,0.8816,0.8868,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8706
408,0.8533,0.8705,0.8816,0.8877,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8708
409,0.8533,0.8705,0.8816,0.8877,0.8731,0.8834,0.8551,0.8593,0.8911,0.8533,0.8911,0.8533,0.8708
410,0.8533,0.8705,0.8816,0.8877,0.8731,0.8834,0.8551,0.8593,0.8911,0.8542,0.8911,0.8533,0.8709
411,0.8533,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8533,0.871
412,0.8533,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8533,0.871
413,0.8533,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8533,0.871
414,0.8533,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8533,0.871
415,0.8533,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8533,0.871
416,0.8585,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8542,0.8715
417,0.8585,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8542,0.8715
418,0.8593,0.8705,0.8816,0.8877,0.8731,0.8842,0.8551,0.8593,0.8911,0.8542,0.8911,0.8542,0.8716
